Category,KM,Link,Price,Year,Currency,DATE,Brand,Model
0.65,63000,https://www.kktcarabam.com/230859-suzuki-alto-lefkosa-benzin-otomatik,5200.0,2018.0,GBP,2026-04-01,Suzuki,Alto
4S,58000,https://www.kktcarabam.com/230684-porsche-taycan-lefkosa-elektrik-otomatik,61000.0,2022.0,GBP,2026-04-01,Porsche,Taycan
1.5,95600,https://www.kktcarabam.com/227202-honda-shuttle-girne-benzin-otomatik,7000.0,2014.0,GBP,2026-04-01,Honda,Shuttle
-,10,https://www.kktcarabam.com/229932-honda-rebel-500-lefkosa-benzin-duz,10500.0,2025.0,GBP,2026-04-01,Honda,Rebel 500
1.8 Hybrid,21000,https://www.kktcarabam.com/226299-toyota-c-hr-lefkosa-hibrit-otomatik,22990.0,2021.0,GBP,2026-04-01,Toyota,C-HR
Wildtrak,154732,https://www.kktcarabam.com/206613-ford-ranger-lefkosa-dizel-otomatik,33500.0,2018.0,GBP,2026-04-01,Ford,Ranger
2.0,68481,https://www.kktcarabam.com/215628-audi-tt-girne-benzin-otomatik,30000.0,2019.0,GBP,2026-04-01,Audi,TT
-,31300,https://www.kktcarabam.com/73505-honda-freed-guzelyurt-benzin-otomatik,15500.0,2019.0,GBP,2026-04-01,Honda,Freed
Hybrid Automatic,55240,https://www.kktcarabam.com/215622-honda-vezel-lefkosa-hibrit-otomatik,23900.0,2022.0,GBP,2026-04-01,Honda,Vezel
116i,110000,https://www.kktcarabam.com/230195-bmw-1-serisi-gmagusa-benzin-otomatik,8750.0,2013.0,GBP,2026-04-01,BMW,1 Serisi
1.3 4WD CVT,59000,https://www.kktcarabam.com/226541-honda-fit-gmagusa-benzin-otomatik,10800.0,2019.0,GBP,2026-04-01,Honda,Fit
1.5 Hybrid,74000,https://www.kktcarabam.com/215774-toyota-yaris-gmagusa-benzin-otomatik,12900.0,2022.0,GBP,2026-04-01,Toyota,Yaris
1.3 16V Automatic,130,https://www.kktcarabam.com/231633-toyota-vitz-gmagusa-benzin-otomatik,6400.0,2013.0,GBP,2026-04-01,Toyota,Vitz
1.5 SkyActive-G,18000,https://www.kktcarabam.com/215773-mazda-3-gmagusa-benzin-otomatik,19900.0,2022.0,GBP,2026-04-01,Mazda,3
1.5i Automatic,163100,https://www.kktcarabam.com/231392-toyota-runx-lefkosa-benzin-otomatik,4900.0,2005.0,GBP,2026-04-01,Toyota,Runx
-,185611,https://www.kktcarabam.com/207825-toyota-prado-lefkosa-benzin-otomatik,15900.0,1998.0,GBP,2026-04-01,Toyota,Prado
2.0,60000,https://www.kktcarabam.com/215771-mazda-3-gmagusa-benzin-otomatik,18900.0,2021.0,GBP,2026-04-01,Mazda,3
S,114800,https://www.kktcarabam.com/212561-porsche-macan-lefkosa-dizel-otomatik,39500.0,2017.0,GBP,2026-04-01,Porsche,Macan
220d AMG,90123,https://www.kktcarabam.com/220369-mercedes-benz-glc-gmagusa-dizel-otomatik,43500.0,2022.0,GBP,2026-04-01,Mercedes-Benz,GLC
2.2,140000,https://www.kktcarabam.com/231212-mazda-6-lefkosa-dizel-otomatik,10500.0,2015.0,GBP,2026-04-01,Mazda,6
2.0,31750,https://www.kktcarabam.com/232157-mazda-3-iskele-benzin-otomatik,18900.0,2021.0,GBP,2026-04-02,Mazda,3
-,26751,https://www.kktcarabam.com/230899-nissan-kicks-iskele-hibrit-otomatik,17900.0,2021.0,GBP,2026-04-02,Nissan,Kicks
1.3,145000,https://www.kktcarabam.com/230648-toyota-vitz-lefkosa-benzin-otomatik,6750.0,2011.0,GBP,2026-04-02,Toyota,Vitz
2.0,41000,https://www.kktcarabam.com/203186-toyota-rav4-lefkosa-benzin-otomatik,27900.0,2021.0,GBP,2026-04-02,Toyota,RAV4
Urban Edition,170389,https://www.kktcarabam.com/226301-mercedes-benz-gla-lefkosa-benzin-otomatik,17500.0,2016.0,GBP,2026-04-02,Mercedes-Benz,GLA
20d xDrive,19500,https://www.kktcarabam.com/230987-bmw-x2-gmagusa-dizel-otomatik,26500.0,2022.0,GBP,2026-04-02,BMW,X2
200d,29700,https://www.kktcarabam.com/190586-mercedes-benz-a-serisi-gmagusa-dizel-otomatik,28000.0,2021.0,GBP,2026-04-02,Mercedes-Benz,A Serisi
35d xDrive,21000,https://www.kktcarabam.com/212628-bmw-x5-lefkosa-dizel-otomatik,55900.0,2023.0,GBP,2026-04-02,BMW,X5
ZX 3.3 D,14000,https://www.kktcarabam.com/111217-toyota-land-cruiser-lefkosa-dizel-otomatik,95000.0,2022.0,GBP,2026-04-02,Toyota,Land Cruiser
3.0 D,325000,https://www.kktcarabam.com/227718-toyota-hilux-lefkosa-dizel-otomatik,14900.0,2007.0,GBP,2026-04-02,Toyota,Hilux
330e,72000,https://www.kktcarabam.com/213424-bmw-3-serisi-girne-dizel-otomatik,25500.0,2021.0,GBP,2026-04-02,BMW,3 Serisi
-,34500,https://www.kktcarabam.com/220520-mazda-cx-3-iskele-benzin-otomatik,16499.0,2021.0,GBP,2026-04-02,Mazda,CX-3
520d,154000,https://www.kktcarabam.com/217359-bmw-5-serisi-girne-dizel-otomatik,16200.0,2017.0,GBP,2026-04-02,BMW,5 Serisi
30d xDrive,102805,https://www.kktcarabam.com/229187-bmw-x5-lefkosa-dizel-otomatik,42000.0,2020.0,GBP,2026-04-02,BMW,X5
18i sDrive,127000,https://www.kktcarabam.com/230690-bmw-x1-lefkosa-benzin-otomatik,15500.0,2016.0,GBP,2026-04-02,BMW,X1
1.3,82000,https://www.kktcarabam.com/230556-suzuki-swift-lefkosa-benzin-otomatik,9500.0,2018.0,GBP,2026-04-02,Suzuki,Swift
1.4 TSI,65000,https://www.kktcarabam.com/217527-volkswagen-golf-girne-benzin-otomatik,12990.0,2016.0,GBP,2026-04-02,Volkswagen,Golf
220d,83000,https://www.kktcarabam.com/212554-mercedes-benz-glc-coupe-girne-dizel-otomatik,43500.0,2020.0,GBP,2026-04-02,Mercedes-Benz,GLC Coupe
1.5 i-VTEC CVT,79000,https://www.kktcarabam.com/223462-honda-vezel-gmagusa-benzin-otomatik,14500.0,2017.0,GBP,2026-04-02,Honda,Vezel
1.2 TSI,141000,https://www.kktcarabam.com/219428-volkswagen-golf-girne-benzin-otomatik,9500.0,2013.0,GBP,2026-04-02,Volkswagen,Golf
2.0 TD,219000,https://www.kktcarabam.com/226262-honda-civic-lefkosa-dizel-otomatik,18500.0,2019.0,GBP,2026-04-02,Honda,Civic
1.4 TSI,240000,https://www.kktcarabam.com/206907-volkswagen-golf-girne-benzin-otomatik,7500.0,2010.0,GBP,2026-04-02,Volkswagen,Golf
1.3i,52000,https://www.kktcarabam.com/232182-mazda-demio-gmagusa-benzin-otomatik,8750.0,2019.0,GBP,2026-04-02,Mazda,Demio
220 d,159000,https://www.kktcarabam.com/228620-mercedes-benz-c-serisi-lefkosa-dizel-otomatik,21000.0,2016.0,GBP,2026-04-02,Mercedes-Benz,C Serisi
2.0 e-Skyactiv,15873,https://www.kktcarabam.com/230972-mazda-mx-30-iskele-benzin-otomatik,21900.0,2021.0,GBP,2026-04-02,Mazda,MX-30
1.6i DTEC,220000,https://www.kktcarabam.com/196928-honda-civic-lefkosa-dizel-otomatik,15500.0,2019.0,GBP,2026-04-02,Honda,Civic
1.3 DDIS,133000,https://www.kktcarabam.com/230809-suzuki-splash-lefkosa-benzin-otomatik,5250.0,2011.0,GBP,2026-04-02,Suzuki,Splash
-,12000,https://www.kktcarabam.com/203485-toyota-raize-girne-hibrit-otomatik,22500.0,2023.0,GBP,2026-04-02,Toyota,Raize
1.2,157000,https://www.kktcarabam.com/230210-nissan-note-lefkosa-benzin-otomatik,7000.0,2016.0,GBP,2026-04-02,Nissan,Note
-,2500,https://www.kktcarabam.com/86250-jeep-wrangler-lefkosa-benzin-otomatik,59500.0,2023.0,GBP,2026-04-02,Jeep,Wrangler
2.5 Hybrid,64000,https://www.kktcarabam.com/222850-toyota-rav4-lefkosa-hibrit-otomatik,26000.0,2020.0,GBP,2026-04-02,Toyota,RAV4
1.2,71500,https://www.kktcarabam.com/216018-nissan-march-iskele-benzin-otomatik,7800.0,2020.0,GBP,2026-04-02,Nissan,March
1.3i,28115,https://www.kktcarabam.com/231940-mazda-demio-lefkosa-benzin-otomatik,8000.0,2016.0,GBP,2026-04-02,Mazda,Demio
4.4 SDV8,112000,https://www.kktcarabam.com/218239-land-rover-range-rover-lefkosa-dizel-otomatik,39000.0,2015.0,GBP,2026-04-02,Land Rover,Range Rover
1.5,27790,https://www.kktcarabam.com/218091-mazda-2-guzelyurt-benzin-otomatik,13500.0,2021.0,GBP,2026-04-02,Mazda,2
0.65,78000,https://www.kktcarabam.com/230155-suzuki-alto-lefkosa-benzin-otomatik,5850.0,2020.0,GBP,2026-04-02,Suzuki,Alto
1.3,59000,https://www.kktcarabam.com/227420-toyota-vitz-gmagusa-benzin-otomatik,8900.0,2020.0,GBP,2026-04-02,Toyota,Vitz
1.3,195000,https://www.kktcarabam.com/231656-toyota-vitz-lefkosa-benzin-otomatik,7500.0,2012.0,GBP,2026-04-02,Toyota,Vitz
320i,146000,https://www.kktcarabam.com/226922-bmw-3-serisi-girne-benzin-otomatik,12500.0,2012.0,GBP,2026-04-02,BMW,3 Serisi
-,205000,https://www.kktcarabam.com/227497-peugeot-3008-girne-benzin-duz,5500.0,2010.0,GBP,2026-04-02,Peugeot,3008
1.2,110000,https://www.kktcarabam.com/225913-nissan-march-lefkosa-benzin-otomatik,5800.0,2014.0,GBP,2026-04-02,Nissan,March
1.8 Hybrid,68000,https://www.kktcarabam.com/231032-toyota-corolla-lefkosa-hibrit-otomatik,17000.0,2022.0,GBP,2026-04-02,Toyota,Corolla
1.5 Automatic,9000,https://www.kktcarabam.com/216624-honda-fit-lefkosa-benzin-otomatik,15500.0,2023.0,GBP,2026-04-02,Honda,Fit
1.2,42000,https://www.kktcarabam.com/227175-nissan-march-girne-benzin-otomatik,7700.0,2021.0,GBP,2026-04-02,Nissan,March
1.3,164000,https://www.kktcarabam.com/224195-honda-fit-iskele-benzin-otomatik,3350.0,2001.0,GBP,2026-04-02,Honda,Fit
1.6,225000,https://www.kktcarabam.com/219520-toyota-corolla-lefke-benzin-duz,2500.0,1996.0,GBP,2026-04-02,Toyota,Corolla
270 CDI,216000,https://www.kktcarabam.com/224194-mercedes-benz-c-serisi-iskele-dizel-otomatik,4200.0,2001.0,GBP,2026-04-02,Mercedes-Benz,C Serisi
Hybrid Automatic,67000,https://www.kktcarabam.com/215766-honda-vezel-gmagusa-hibrit-otomatik,25900.0,2021.0,GBP,2026-04-02,Honda,Vezel
40 TDI,70839,https://www.kktcarabam.com/223260-audi-a5-lefkosa-dizel-otomatik,36900.0,2021.0,GBP,2026-04-02,Audi,A5
220d AMG,48160,https://www.kktcarabam.com/165454-mercedes-benz-glc-lefkosa-dizel-otomatik,37000.0,2020.0,GBP,2026-04-02,Mercedes-Benz,GLC
1.2 TSI,112000,https://www.kktcarabam.com/224471-volkswagen-golf-girne-benzin-otomatik,9100.0,2013.0,GBP,2026-04-02,Volkswagen,Golf
1.5 Hybrid,18000,https://www.kktcarabam.com/194044-toyota-yaris-lefkosa-hibrit-otomatik,14500.0,2022.0,GBP,2026-04-02,Toyota,Yaris
1.4,74000,https://www.kktcarabam.com/222841-volkswagen-golf-lefkosa-hibrit-otomatik,17600.0,2020.0,GBP,2026-04-02,Volkswagen,Golf
-,77000,https://www.kktcarabam.com/214324-honda-freed-gmagusa-benzin-otomatik,14900.0,2021.0,GBP,2026-04-02,Honda,Freed
1.3,158700,https://www.kktcarabam.com/232095-suzuki-swift-lefkosa-benzin-otomatik,5000.0,2007.0,GBP,2026-04-02,Suzuki,Swift
1.2,102000,https://www.kktcarabam.com/228765-nissan-note-gmagusa-benzin-otomatik,8750.0,2021.0,GBP,2026-04-02,Nissan,Note
-,300000,https://www.kktcarabam.com/231057-seat-cordoba-girne-benzin-otomatik,1850.0,2004.0,GBP,2026-04-02,Seat,Cordoba
1.3 Automatic,115000,https://www.kktcarabam.com/227560-honda-fit-lefkosa-benzin-otomatik,8500.0,2013.0,GBP,2026-04-02,Honda,Fit
1.0 VVT-i,76000,https://www.kktcarabam.com/178497-toyota-iq-lefkosa-benzin-otomatik,7900.0,2009.0,GBP,2026-04-02,Toyota,iQ
2.0 Hybrid,6500,https://www.kktcarabam.com/222956-toyota-c-hr-lefkosa-plug-in-hibrit-otomatik,36000.0,2024.0,GBP,2026-04-02,Toyota,C-HR
1.5,124000,https://www.kktcarabam.com/204884-mazda-axela-lefkosa-benzin-otomatik,8950.0,2013.0,GBP,2026-04-02,Mazda,Axela
55 TFSI QUATTRO S-Line,25000,https://www.kktcarabam.com/222976-audi-q8-lefkosa-benzin-otomatik,63000.0,2023.0,GBP,2026-04-02,Audi,Q8
2.0 GTI TCR,13000,https://www.kktcarabam.com/228773-volkswagen-golf-lefkosa-benzin-otomatik,25000.0,2023.0,GBP,2026-04-02,Volkswagen,Golf
-,90000,https://www.kktcarabam.com/225318-hyundai-tucson-girne-benzin-otomatik,20000.0,2019.0,GBP,2026-04-02,Hyundai,Tucson
180 AMG,120000,https://www.kktcarabam.com/224102-mercedes-benz-c-serisi-lefke-benzin-otomatik,10000.0,2009.0,GBP,2026-04-02,Mercedes-Benz,C Serisi
1.3,72000,https://www.kktcarabam.com/231937-toyota-vitz-lefkosa-benzin-otomatik,8500.0,2017.0,GBP,2026-04-02,Toyota,Vitz
1.2,63000,https://www.kktcarabam.com/226580-nissan-march-girne-benzin-otomatik,5500.0,2012.0,GBP,2026-04-03,Nissan,March
220 d,10601,https://www.kktcarabam.com/224987-mercedes-benz-c-serisi-lefkosa-hibrit-otomatik,38000.0,2021.0,GBP,2026-04-03,Mercedes-Benz,C Serisi
220d AMG,64305,https://www.kktcarabam.com/86693-mercedes-benz-glc-lefkosa-dizel-otomatik,38000.0,2019.0,GBP,2026-04-03,Mercedes-Benz,GLC
316i,288647,https://www.kktcarabam.com/218121-bmw-3-serisi-gmagusa-benzin-otomatik,15000.0,2014.0,GBP,2026-04-03,BMW,3 Serisi
250 AMG,48000,https://www.kktcarabam.com/93181-mercedes-benz-glc-girne-benzin-otomatik,35000.0,2019.0,GBP,2026-04-03,Mercedes-Benz,GLC
40 TDI,75000,https://www.kktcarabam.com/208116-audi-a7-lefkosa-dizel-otomatik,40000.0,2021.0,GBP,2026-04-03,Audi,A7
-,14975,https://www.kktcarabam.com/230910-nissan-kicks-iskele-benzin-otomatik,18900.0,2021.0,GBP,2026-04-03,Nissan,Kicks
2.5 Skyactiv-G,49900,https://www.kktcarabam.com/231368-mazda-cx-5-gmagusa-benzin-otomatik,25000.0,2021.0,GBP,2026-04-03,Mazda,CX-5
220d AMG,34989,https://www.kktcarabam.com/220295-mercedes-benz-glc-lefkosa-dizel-otomatik,59900.0,2024.0,GBP,2026-04-03,Mercedes-Benz,GLC
Hatchback,184000,https://www.kktcarabam.com/231913-audi-a3-lefkosa-benzin-otomatik,11900.0,2013.0,GBP,2026-04-03,Audi,A3
1.3,71000,https://www.kktcarabam.com/227998-honda-fit-girne-benzin-otomatik,12900.0,2022.0,GBP,2026-04-03,Honda,Fit
220 d,214000,https://www.kktcarabam.com/231912-mercedes-benz-e-serisi-lefkosa-dizel-otomatik,26900.0,2017.0,GBP,2026-04-03,Mercedes-Benz,E Serisi
3.0 SDV6,213000,https://www.kktcarabam.com/229219-land-rover-range-rover-sport-lefkosa-dizel-otomatik,13900.0,2010.0,GBP,2026-04-03,Land Rover,Range Rover Sport
D180 S,101389,https://www.kktcarabam.com/222731-land-rover-range-rover-evoque-girne-dizel-otomatik,28000.0,2020.0,GBP,2026-04-03,Land Rover,Range Rover Evoque
0.65,45000,https://www.kktcarabam.com/232346-daihatsu-mira-lefkosa-benzin-otomatik,6500.0,2019.0,GBP,2026-04-03,Daihatsu,Mira
1.2,88000,https://www.kktcarabam.com/225479-suzuki-solio-gmagusa-benzin-otomatik,11500.0,2022.0,GBP,2026-04-03,Suzuki,Solio
-,12000,https://www.kktcarabam.com/231778-bmw-f-900-xr-lefkosa-benzin-duz,15000.0,2024.0,GBP,2026-04-03,BMW,F 900 XR
-,170000,https://www.kktcarabam.com/229457-nissan-nv200-lefkosa-benzin-otomatik,12200.0,2019.0,GBP,2026-04-03,Nissan,NV200
2.4,40000,https://www.kktcarabam.com/223628-mitsubishi-outlander-gmagusa-plug-in-hibrit-otomatik,35500.0,2022.0,GBP,2026-04-03,Mitsubishi,Outlander
180,66000,https://www.kktcarabam.com/231780-mercedes-benz-c-serisi-lefkosa-benzin-otomatik,7500.0,2008.0,GBP,2026-04-03,Mercedes-Benz,C Serisi
1.5 Sky-G,11000,https://www.kktcarabam.com/225470-mazda-2-girne-benzin-otomatik,17000.0,2024.0,GBP,2026-04-03,Mazda,2
1.6 VTi,200000,https://www.kktcarabam.com/230098-peugeot-308-girne-benzin-otomatik,3500.0,2012.0,GBP,2026-04-03,Peugeot,308
530e,275198,https://www.kktcarabam.com/228307-bmw-5-serisi-lefkosa-benzin-otomatik,20000.0,2020.0,GBP,2026-04-03,BMW,5 Serisi
2.5 TDI,17000,https://www.kktcarabam.com/224930-nissan-navara-girne-dizel-duz,8700.0,2008.0,GBP,2026-04-03,Nissan,Navara
-,8000,https://www.kktcarabam.com/228982-volkswagen-t-roc-girne-benzin-otomatik,24000.0,2024.0,GBP,2026-04-03,Volkswagen,T-Roc
1.2,103149,https://www.kktcarabam.com/208828-suzuki-solio-lefkosa-benzin-otomatik,8000.0,2019.0,GBP,2026-04-03,Suzuki,Solio
320i,144000,https://www.kktcarabam.com/229012-bmw-3-serisi-lefkosa-benzin-otomatik,7250.0,2009.0,GBP,2026-04-03,BMW,3 Serisi
2.0 B4,11000,https://www.kktcarabam.com/231661-volvo-xc40-lefkosa-hibrit-otomatik,30500.0,2021.0,GBP,2026-04-03,Volvo,XC40
16i sDrive,70000,https://www.kktcarabam.com/227399-bmw-x1-iskele-benzin-otomatik,17500.0,2016.0,GBP,2026-04-03,BMW,X1
1.0,88875,https://www.kktcarabam.com/189174-toyota-yaris-lefkosa-benzin-otomatik,10500.0,2021.0,GBP,2026-04-03,Toyota,Yaris
1.5 i-VTEC CVT,215609,https://www.kktcarabam.com/208968-honda-vezel-lefkosa-benzin-otomatik,14000.0,2015.0,GBP,2026-04-03,Honda,Vezel
0.65,52000,https://www.kktcarabam.com/230796-suzuki-alto-gmagusa-benzin-otomatik,4500.0,2019.0,GBP,2026-04-03,Suzuki,Alto
530e,100,https://www.kktcarabam.com/182807-bmw-5-serisi-girne-hibrit-otomatik,24000.0,2019.0,GBP,2026-04-03,BMW,5 Serisi
1.5 Sky-G,47000,https://www.kktcarabam.com/178286-mazda-2-girne-benzin-otomatik,12900.0,2021.0,GBP,2026-04-03,Mazda,2
2.0 TDI,128748,https://www.kktcarabam.com/223652-audi-a4-girne-dizel-otomatik,19900.0,2017.0,GBP,2026-04-03,Audi,A4
180 d,59100,https://www.kktcarabam.com/226486-mercedes-benz-a-serisi-gmagusa-dizel-otomatik,21500.0,2019.0,GBP,2026-04-03,Mercedes-Benz,A Serisi
200,160000,https://www.kktcarabam.com/209090-mercedes-benz-clk-lefkosa-benzin-otomatik,12000.0,2007.0,GBP,2026-04-03,Mercedes-Benz,CLK
1.4,215000,https://www.kktcarabam.com/178548-ford-focus-lefkosa-benzin-otomatik,3500.0,2006.0,GBP,2026-04-03,Ford,Focus
-,9000,https://www.kktcarabam.com/225508-honda-wr-v-lefkosa-benzin-otomatik,23990.0,2024.0,GBP,2026-04-03,Honda,WR-V
-,108000,https://www.kktcarabam.com/229261-nissan-juke-girne-benzin-otomatik,6990.0,2012.0,GBP,2026-04-03,Nissan,Juke
220 d,49000,https://www.kktcarabam.com/221030-mercedes-benz-c-serisi-girne-dizel-otomatik,24990.0,2021.0,GBP,2026-04-03,Mercedes-Benz,C Serisi
180,189000,https://www.kktcarabam.com/199266-mercedes-benz-c-serisi-girne-benzin-otomatik,11900.0,2013.0,GBP,2026-04-03,Mercedes-Benz,C Serisi
2.5 Hybrid,14731,https://www.kktcarabam.com/199291-toyota-rav4-lefkosa-benzin-otomatik,29900.0,2022.0,GBP,2026-04-03,Toyota,RAV4
-,7740,https://www.kktcarabam.com/219601-polaris-sportsman-570-touring-girne-benzin-otomatik,8999.0,2023.0,GBP,2026-04-03,Polaris,Sportsman 570 Touring
35 TFSI,19677,https://www.kktcarabam.com/227709-audi-q2-lefkosa-benzin-otomatik,24900.0,2021.0,GBP,2026-04-03,Audi,Q2
-,86000,https://www.kktcarabam.com/219267-mazda-cx-5-lefkosa-dizel-otomatik,22000.0,2020.0,GBP,2026-04-03,Mazda,CX-5
1.5,97000,https://www.kktcarabam.com/225649-mazda-demio-gmagusa-dizel-otomatik,11300.0,2017.0,GBP,2026-04-03,Mazda,Demio
1.5,72000,https://www.kktcarabam.com/221959-toyota-auris-lefkosa-benzin-otomatik,12990.0,2015.0,GBP,2026-04-03,Toyota,Auris
220 d,24842,https://www.kktcarabam.com/205678-mercedes-benz-e-serisi-lefkosa-hibrit-otomatik,55000.0,2024.0,GBP,2026-04-03,Mercedes-Benz,E Serisi
118d,62000,https://www.kktcarabam.com/215692-bmw-1-serisi-girne-dizel-otomatik,21200.0,2021.0,GBP,2026-04-03,BMW,1 Serisi
3.0 SDV6,128748,https://www.kktcarabam.com/177491-land-rover-range-rover-sport-girne-dizel-otomatik,35000.0,2016.0,GBP,2026-04-03,Land Rover,Range Rover Sport
180,144841,https://www.kktcarabam.com/142760-mercedes-benz-b-serisi-iskele-benzin-otomatik,12900.0,2013.0,GBP,2026-04-03,Mercedes-Benz,B Serisi
200,86905,https://www.kktcarabam.com/223602-mercedes-benz-a-serisi-gmagusa-benzin-otomatik,24000.0,2021.0,GBP,2026-04-03,Mercedes-Benz,A Serisi
-,110000,https://www.kktcarabam.com/229699-nissan-juke-lefkosa-benzin-otomatik,7250.0,2013.0,GBP,2026-04-03,Nissan,Juke
18d xDrive,85000,https://www.kktcarabam.com/209230-bmw-x2-iskele-dizel-otomatik,21950.0,2020.0,GBP,2026-04-03,BMW,X2
1.3,157000,https://www.kktcarabam.com/231222-suzuki-swift-gmagusa-benzin-otomatik,5250.0,2008.0,GBP,2026-04-03,Suzuki,Swift
2.0i,146000,https://www.kktcarabam.com/227903-honda-cr-v-lefkosa-benzin-otomatik,9500.0,2008.0,GBP,2026-04-03,Honda,CR-V
1.5 T5 Recharge,13476,https://www.kktcarabam.com/177732-volvo-xc40-lefkosa-hibrit-otomatik,30000.0,2022.0,GBP,2026-04-03,Volvo,XC40
-,8385,https://www.kktcarabam.com/228484-bmw-g-310-gs-lefkosa-benzin-duz,5500.0,2022.0,GBP,2026-04-03,BMW,G 310 GS
2.0 Hybrid,45885,https://www.kktcarabam.com/227209-honda-cr-v-lefkosa-hibrit-otomatik,30000.0,2022.0,GBP,2026-04-03,Honda,CR-V
1.2,175,https://www.kktcarabam.com/231543-nissan-note-lefkosa-benzin-otomatik,5850.0,2014.0,GBP,2026-04-03,Nissan,Note
220 d,39000,https://www.kktcarabam.com/230983-mercedes-benz-c-serisi-gmagusa-dizel-otomatik,39900.0,2023.0,GBP,2026-04-03,Mercedes-Benz,C Serisi
180 d,93500,https://www.kktcarabam.com/232243-mercedes-benz-a-serisi-lefkosa-dizel-otomatik,18000.0,2019.0,GBP,2026-04-03,Mercedes-Benz,A Serisi
2.5 TDI,220000,https://www.kktcarabam.com/223959-nissan-navara-lefkosa-dizel-duz,6750.0,2005.0,GBP,2026-04-03,Nissan,Navara
-,46523,https://www.kktcarabam.com/219447-toyota-yaris-cross-lefkosa-benzin-otomatik,23000.0,2023.0,GBP,2026-04-03,Toyota,Yaris Cross
1.3,29708,https://www.kktcarabam.com/232133-suzuki-swift-lefkosa-benzin-otomatik,13500.0,2023.0,GBP,2026-04-03,Suzuki,Swift
-,20840,https://www.kktcarabam.com/230942-suzuki-escudo-iskele-hibrit-otomatik,21900.0,2024.0,GBP,2026-04-03,Suzuki,Escudo
1.3 Automatic,76000,https://www.kktcarabam.com/232127-honda-fit-lefkosa-benzin-otomatik,9990.0,2019.0,GBP,2026-04-03,Honda,Fit
1.0i Automatic,51000,https://www.kktcarabam.com/226188-toyota-passo-gmagusa-benzin-otomatik,7900.0,2018.0,GBP,2026-04-03,Toyota,Passo
200,193121,https://www.kktcarabam.com/223944-mercedes-benz-c-serisi-lefkosa-benzin-otomatik,8700.0,2009.0,GBP,2026-04-03,Mercedes-Benz,C Serisi
-,1300,https://www.kktcarabam.com/179544-honda-rebel-250s-lefkosa-benzin-duz,7500.0,2023.0,GBP,2026-04-03,Honda,Rebel 250S
2.0,9400,https://www.kktcarabam.com/220015-mazda-3-girne-benzin-otomatik,21500.0,2025.0,GBP,2026-04-03,Mazda,3
250 E,30000,https://www.kktcarabam.com/232065-mercedes-benz-a-serisi-lefkosa-benzin-otomatik,26900.0,2022.0,GBP,2026-04-03,Mercedes-Benz,A Serisi
1.3 16V,114000,https://www.kktcarabam.com/232024-mazda-demio-lefkosa-benzin-otomatik,5250.0,2010.0,GBP,2026-04-03,Mazda,Demio
220,128847,https://www.kktcarabam.com/187290-mercedes-benz-e-serisi-girne-dizel-otomatik,27500.0,2014.0,GBP,2026-04-03,Mercedes-Benz,E Serisi
-,14150,https://www.kktcarabam.com/223445-mazda-cx-5-gmagusa-benzin-otomatik,26500.0,2022.0,GBP,2026-04-03,Mazda,CX-5
18i sDrive,15590,https://www.kktcarabam.com/220983-bmw-x1-lefkosa-benzin-otomatik,36500.0,2024.0,GBP,2026-04-03,BMW,X1
1.3,71000,https://www.kktcarabam.com/232089-honda-fit-lefkosa-benzin-otomatik,9990.0,2019.0,GBP,2026-04-03,Honda,Fit
1.2 Mivec Cvt,73,https://www.kktcarabam.com/227552-mitsubishi-mirage-girne-benzin-otomatik,9500.0,2022.0,GBP,2026-04-03,Mitsubishi,Mirage
-,2400,https://www.kktcarabam.com/226869-polaris-sportsman-570-lefkosa-benzin-otomatik,9500.0,2023.0,GBP,2026-04-03,Polaris,Sportsman 570
1.3,29000,https://www.kktcarabam.com/214421-toyota-vitz-lefkosa-benzin-otomatik,11500.0,2019.0,GBP,2026-04-03,Toyota,Vitz
300,276807,https://www.kktcarabam.com/215004-mercedes-benz-e-serisi-girne-dizel-otomatik,19900.0,2013.0,GBP,2026-04-03,Mercedes-Benz,E Serisi
-,1,https://www.kktcarabam.com/222847-suzuki-vitara-lefkosa-benzin-duz,5000.0,1989.0,GBP,2026-04-03,Suzuki,Vitara
2.0 TFSI Quattro,207000,https://www.kktcarabam.com/220444-audi-q5-lefkosa-benzin-otomatik,13000.0,2011.0,GBP,2026-04-03,Audi,Q5
1.0,96000,https://www.kktcarabam.com/210718-audi-a1-lefkosa-benzin-otomatik,15000.0,2016.0,GBP,2026-04-03,Audi,A1
-,8369,https://www.kktcarabam.com/220419-bmw-g-310-gs-gmagusa-benzin-duz,5500.0,2022.0,GBP,2026-04-03,BMW,G 310 GS
1.2,78000,https://www.kktcarabam.com/231033-nissan-note-lefkosa-benzin-otomatik,9750.0,2021.0,GBP,2026-04-03,Nissan,Note
180,136000,https://www.kktcarabam.com/228855-mercedes-benz-b-serisi-girne-benzin-otomatik,8999.0,2013.0,GBP,2026-04-03,Mercedes-Benz,B Serisi
250,72000,https://www.kktcarabam.com/232318-mercedes-benz-e-serisi-girne-benzin-otomatik,16900.0,2014.0,GBP,2026-04-03,Mercedes-Benz,E Serisi
2.0 TDI,65000,https://www.kktcarabam.com/217256-volkswagen-passat-iskele-dizel-otomatik,17700.0,2018.0,GBP,2026-04-03,Volkswagen,Passat
