Category,KM,Link,Price,Year,Currency,DATE,Brand,Model
220 d Exclusive,49000,https://www.kktcarabam.com/231034-mercedes-benz-glc-lefkosa-dizel-otomatik,34000.0,2019.0,GBP,2026-04-03,Mercedes-Benz,GLC
1.3i,181,https://www.kktcarabam.com/206698-mazda-demio-gmagusa-benzin-otomatik,5600.0,2010.0,GBP,2026-04-03,Mazda,Demio
220 d,165000,https://www.kktcarabam.com/217780-mercedes-benz-e-serisi-lefkosa-dizel-otomatik,24000.0,2017.0,GBP,2026-04-03,Mercedes-Benz,E Serisi
2.2 Skyactiv-D,31000,https://www.kktcarabam.com/231035-mazda-cx-5-lefkosa-dizel-otomatik,25000.0,2022.0,GBP,2026-04-03,Mazda,CX-5
1.3,150000,https://www.kktcarabam.com/231480-honda-civic-girne-benzin-duz,8500.0,2014.0,GBP,2026-04-03,Honda,Civic
200d,35000,https://www.kktcarabam.com/197927-mercedes-benz-a-serisi-lefkosa-dizel-otomatik,26900.0,2022.0,GBP,2026-04-04,Mercedes-Benz,A Serisi
4x4,358884,https://www.kktcarabam.com/224583-mitsubishi-l-200-girne-dizel-duz,9000.0,2007.0,GBP,2026-04-04,Mitsubishi,L 200
1.5 CVT-i,76000,https://www.kktcarabam.com/229051-toyota-sienta-gmagusa-benzin-otomatik,10900.0,2020.0,GBP,2026-04-04,Toyota,Sienta
e-Power,21140,https://www.kktcarabam.com/230146-nissan-note-guzelyurt-benzin-otomatik,14500.0,2022.0,GBP,2026-04-04,Nissan,Note
116i,162000,https://www.kktcarabam.com/226167-bmw-1-serisi-lefkosa-benzin-otomatik,7900.0,2013.0,GBP,2026-04-04,BMW,1 Serisi
1.5 S,1,https://www.kktcarabam.com/221229-toyota-auris-gmagusa-benzin-otomatik,10000.0,2012.0,GBP,2026-04-04,Toyota,Auris
2.4 D,61800,https://www.kktcarabam.com/216876-toyota-hilux-girne-benzin-otomatik,40000.0,2023.0,GBP,2026-04-04,Toyota,Hilux
1.0,55000,https://www.kktcarabam.com/226182-volkswagen-up-club-iskele-benzin-otomatik,6999.0,2015.0,GBP,2026-04-04,Volkswagen,Up Club
1.6,309325,https://www.kktcarabam.com/154071-volkswagen-golf-lefkosa-benzin-duz,2400.0,2003.0,GBP,2026-04-04,Volkswagen,Golf
2.0,75000,https://www.kktcarabam.com/171267-mazda-3-guzelyurt-benzin-otomatik,16149.999999999998,2020.0,GBP,2026-04-04,Mazda,3
1.2 TCe,101000,https://www.kktcarabam.com/192766-renault-megane-girne-benzin-duz,5000.0,2015.0,GBP,2026-04-04,Renault,Megane
1.4 TSI BlueMotion,116000,https://www.kktcarabam.com/209622-volkswagen-passat-lefkosa-benzin-otomatik,15000.0,2017.0,GBP,2026-04-04,Volkswagen,Passat
180,100000,https://www.kktcarabam.com/101315-mercedes-benz-c-serisi-girne-benzin-otomatik,13500.0,2013.0,GBP,2026-04-04,Mercedes-Benz,C Serisi
220d,215652,https://www.kktcarabam.com/225023-mercedes-benz-glc-coupe-iskele-dizel-otomatik,27500.0,2018.0,GBP,2026-04-04,Mercedes-Benz,GLC Coupe
1.3,240000,https://www.kktcarabam.com/229217-suzuki-swift-lefkosa-benzin-otomatik,4250.0,2007.0,GBP,2026-04-04,Suzuki,Swift
118d,40000,https://www.kktcarabam.com/225720-bmw-1-serisi-gmagusa-dizel-otomatik,23900.0,2023.0,GBP,2026-04-04,BMW,1 Serisi
20 TDI,220308,https://www.kktcarabam.com/221418-audi-a6-gmagusa-dizel-otomatik,18900.0,2014.0,GBP,2026-04-04,Audi,A6
-,5800,https://www.kktcarabam.com/228434-honda-rebel-500-lefkosa-benzin-duz,11000.0,2025.0,GBP,2026-04-04,Honda,Rebel 500
320i,249448,https://www.kktcarabam.com/219664-bmw-3-serisi-gmagusa-benzin-otomatik,10000.0,2008.0,GBP,2026-04-04,BMW,3 Serisi
300 d AMG,50650,https://www.kktcarabam.com/228399-mercedes-benz-glc-girne-dizel-otomatik,48800.0,2022.0,GBP,2026-04-04,Mercedes-Benz,GLC
220 CDI,349000,https://www.kktcarabam.com/219154-mercedes-benz-e-serisi-lefkosa-dizel-otomatik,5750.0,2002.0,GBP,2026-04-04,Mercedes-Benz,E Serisi
18i sDrive,120000,https://www.kktcarabam.com/219811-bmw-x1-girne-benzin-otomatik,20000.0,2018.0,GBP,2026-04-04,BMW,X1
1.3,80265,https://www.kktcarabam.com/228121-suzuki-swift-girne-benzin-otomatik,9100.0,2019.0,GBP,2026-04-04,Suzuki,Swift
1.5 VTEC,9000,https://www.kktcarabam.com/217745-honda-accord-girne-benzin-otomatik,30000.0,2022.0,GBP,2026-04-04,Honda,Accord
1.8 16V,172,https://www.kktcarabam.com/232337-toyota-allion-gmagusa-benzin-otomatik,4750.0,2002.0,GBP,2026-04-04,Toyota,Allion
350,399922,https://www.kktcarabam.com/232025-mercedes-benz-s-serisi-lefkosa-dizel-otomatik,44900.0,2022.0,GBP,2026-04-04,Mercedes-Benz,S Serisi
520d M Sport,179000,https://www.kktcarabam.com/218659-bmw-5-serisi-lefkosa-dizel-otomatik,21450.0,2017.0,GBP,2026-04-04,BMW,5 Serisi
180,36000,https://www.kktcarabam.com/222436-mercedes-benz-cla-lefkosa-benzin-otomatik,31800.0,2023.0,GBP,2026-04-04,Mercedes-Benz,CLA
1.0 TSI,160000,https://www.kktcarabam.com/231230-volkswagen-polo-girne-benzin-otomatik,9990.0,2019.0,GBP,2026-04-04,Volkswagen,Polo
-,241402,https://www.kktcarabam.com/227768-ford-transit-lefkosa-dizel-duz,6900.0,2009.0,GBP,2026-04-04,Ford,Transit
-,84000,https://www.kktcarabam.com/46636-porsche-924-girne-benzin-duz,8500.0,1984.0,GBP,2026-04-04,Porsche,924
118d,9500,https://www.kktcarabam.com/232341-bmw-1-serisi-gmagusa-dizel-duz,25500.0,2022.0,GBP,2026-04-04,BMW,1 Serisi
180,189903,https://www.kktcarabam.com/231140-mercedes-benz-c-serisi-gmagusa-benzin-otomatik,23500.0,2016.0,GBP,2026-04-04,Mercedes-Benz,C Serisi
AMG Premium,58000,https://www.kktcarabam.com/175803-mercedes-benz-gle-lefkosa-dizel-otomatik,54900.0,2020.0,GBP,2026-04-04,Mercedes-Benz,GLE
0.65,78000,https://www.kktcarabam.com/230844-suzuki-alto-lefkosa-benzin-otomatik,5500.0,2019.0,GBP,2026-04-04,Suzuki,Alto
316Ci,227,https://www.kktcarabam.com/222207-bmw-3-serisi-lefkosa-benzin-otomatik,2450.0,2004.0,GBP,2026-04-04,BMW,3 Serisi
e-Power,56000,https://www.kktcarabam.com/229691-nissan-note-girne-hibrit-otomatik,14000.0,2022.0,GBP,2026-04-04,Nissan,Note
1.3 16V Automatic,72000,https://www.kktcarabam.com/232235-toyota-vitz-lefkosa-benzin-otomatik,8500.0,2017.0,GBP,2026-04-04,Toyota,Vitz
1.5 Sky-G,25000,https://www.kktcarabam.com/226821-mazda-2-gmagusa-benzin-otomatik,14500.0,2023.0,GBP,2026-04-04,Mazda,2
-,19000,https://www.kktcarabam.com/102349-opel-mokka-e-lefkosa-elektrik-otomatik,20000.0,2023.0,GBP,2026-04-04,Opel,Mokka E
530i,105000,https://www.kktcarabam.com/104510-bmw-5-serisi-girne-benzin-otomatik,32000.0,2019.0,GBP,2026-04-04,BMW,5 Serisi
Hybrid Automatic,5000,https://www.kktcarabam.com/227001-honda-vezel-lefkosa-hibrit-otomatik,34000.0,2025.0,GBP,2026-04-04,Honda,Vezel
M4 Competition,64000,https://www.kktcarabam.com/175076-bmw-m-serisi-gmagusa-benzin-otomatik,45000.0,2019.0,GBP,2026-04-04,BMW,M Serisi
1.6 TDI BlueMotion,250,https://www.kktcarabam.com/222377-volkswagen-passat-gmagusa-dizel-otomatik,15000.0,2016.0,GBP,2026-04-04,Volkswagen,Passat
220 CDI,135000,https://www.kktcarabam.com/173058-mercedes-benz-e-serisi-lefkosa-dizel-otomatik,21000.0,2013.0,GBP,2026-04-04,Mercedes-Benz,E Serisi
e-Power,61200,https://www.kktcarabam.com/144738-nissan-note-lefkosa-hibrit-otomatik,10900.0,2020.0,GBP,2026-04-04,Nissan,Note
1.3i,132000,https://www.kktcarabam.com/231866-nissan-cube-gmagusa-benzin-otomatik,2000.0,2000.0,GBP,2026-04-04,Nissan,Cube
220 d,33583,https://www.kktcarabam.com/220336-mercedes-benz-c-serisi-lefkosa-dizel-otomatik,44000.0,2023.0,GBP,2026-04-04,Mercedes-Benz,C Serisi
1.5,114000,https://www.kktcarabam.com/230048-toyota-auris-lefkosa-benzin-otomatik,9500.0,2013.0,GBP,2026-04-04,Toyota,Auris
Launch Edition,69202,https://www.kktcarabam.com/229160-audi-e-tron-gmagusa-elektrik-otomatik,37000.0,2021.0,GBP,2026-04-05,Audi,E-Tron
220 d,108000,https://www.kktcarabam.com/219307-mercedes-benz-e-serisi-gmagusa-dizel-otomatik,29000.0,2017.0,GBP,2026-04-05,Mercedes-Benz,E Serisi
-,13000,https://www.kktcarabam.com/230551-honda-nc-750-x-dct-girne-benzin-otomatik,7000.0,2015.0,GBP,2026-04-05,Honda,NC 750 X DCT
520d,141000,https://www.kktcarabam.com/226781-bmw-5-serisi-lefkosa-dizel-otomatik,21250.0,2020.0,GBP,2026-04-05,BMW,5 Serisi
180 d,168981,https://www.kktcarabam.com/224485-mercedes-benz-a-serisi-lefkosa-dizel-otomatik,24500.0,2020.0,GBP,2026-04-05,Mercedes-Benz,A Serisi
Hybrid Automatic,25000,https://www.kktcarabam.com/215769-honda-vezel-gmagusa-plug-in-hibrit-otomatik,25000.0,2022.0,GBP,2026-04-05,Honda,Vezel
428i,84000,https://www.kktcarabam.com/230037-bmw-4-serisi-girne-benzin-otomatik,22000.0,2014.0,GBP,2026-04-05,BMW,4 Serisi
1.5,99000,https://www.kktcarabam.com/230052-mazda-demio-gmagusa-benzin-otomatik,10600.0,2019.0,GBP,2026-04-05,Mazda,Demio
180,182000,https://www.kktcarabam.com/224190-mercedes-benz-c-serisi-lefkosa-benzin-otomatik,11500.0,2013.0,GBP,2026-04-05,Mercedes-Benz,C Serisi
1.2 Hybrid,65000,https://www.kktcarabam.com/215768-suzuki-swift-gmagusa-hibrit-otomatik,13900.0,2023.0,GBP,2026-04-05,Suzuki,Swift
1.6,95000,https://www.kktcarabam.com/213414-mini-cooper-lefkosa-benzin-otomatik,6250.0,2013.0,GBP,2026-04-05,MINI,Cooper
1.3i,166000,https://www.kktcarabam.com/225594-mazda-demio-lefkosa-benzin-otomatik,6000.0,2011.0,GBP,2026-04-05,Mazda,Demio
1.3,166000,https://www.kktcarabam.com/220727-honda-fit-lefkosa-benzin-otomatik,5750.0,2012.0,GBP,2026-04-05,Honda,Fit
1.8 Hybrid,60000,https://www.kktcarabam.com/221730-toyota-c-hr-lefkosa-hibrit-otomatik,15750.0,2017.0,GBP,2026-04-05,Toyota,C-HR
116i,118000,https://www.kktcarabam.com/230191-bmw-1-serisi-lefke-benzin-otomatik,11500.0,2013.0,GBP,2026-04-05,BMW,1 Serisi
200 d,134000,https://www.kktcarabam.com/224481-mercedes-benz-e-serisi-lefkosa-dizel-otomatik,27000.0,2018.0,GBP,2026-04-05,Mercedes-Benz,E Serisi
1.3 Automatic,120900,https://www.kktcarabam.com/227136-honda-fit-guzelyurt-benzin-otomatik,9500.0,2016.0,GBP,2026-04-06,Honda,Fit
530e,120000,https://www.kktcarabam.com/204244-bmw-5-serisi-girne-plug-in-hibrit-otomatik,22500.0,2020.0,GBP,2026-04-06,BMW,5 Serisi
180,102003,https://www.kktcarabam.com/200828-mercedes-benz-c-serisi-lefkosa-benzin-otomatik,14900.0,2013.0,GBP,2026-04-06,Mercedes-Benz,C Serisi
1.5,22000,https://www.kktcarabam.com/231081-toyota-corolla-lefkosa-benzin-otomatik,18990.0,2024.0,GBP,2026-04-06,Toyota,Corolla
1.0 TSI,40000,https://www.kktcarabam.com/176984-volkswagen-polo-girne-benzin-otomatik,15500.0,2020.0,GBP,2026-04-06,Volkswagen,Polo
-,2900,https://www.kktcarabam.com/231082-nissan-nv200-lefkosa-benzin-otomatik,16900.0,2025.0,GBP,2026-04-06,Nissan,NV200
1.3,83000,https://www.kktcarabam.com/228686-suzuki-swift-lefkosa-benzin-otomatik,10700.0,2020.0,GBP,2026-04-06,Suzuki,Swift
2.4i,200000,https://www.kktcarabam.com/205518-toyota-rav4-girne-benzin-otomatik,6400.0,2006.0,GBP,2026-04-06,Toyota,RAV4
1.3 DDIS,133000,https://www.kktcarabam.com/232223-suzuki-splash-lefkosa-benzin-otomatik,5250.0,2011.0,GBP,2026-04-06,Suzuki,Splash
1.5 Hybrid CVT,58000,https://www.kktcarabam.com/231084-toyota-sienta-lefkosa-hibrit-otomatik,15000.0,2022.0,GBP,2026-04-06,Toyota,Sienta
1.5 Sky-G,79000,https://www.kktcarabam.com/192868-mazda-2-iskele-benzin-otomatik,12999.0,2022.0,GBP,2026-04-06,Mazda,2
1.2,16000,https://www.kktcarabam.com/229758-suzuki-swift-lefkosa-benzin-otomatik,14500.0,2024.0,GBP,2026-04-06,Suzuki,Swift
1.5 i-VTEC CVT,101000,https://www.kktcarabam.com/227394-honda-vezel-lefkosa-benzin-otomatik,16000.0,2017.0,GBP,2026-04-06,Honda,Vezel
-,69000,https://www.kktcarabam.com/227018-jeep-wrangler-lefkosa-benzin-otomatik,55000.0,2022.0,GBP,2026-04-06,Jeep,Wrangler
4.6,18000,https://www.kktcarabam.com/230939-toyota-land-cruiser-iskele-benzin-otomatik,74999.0,2021.0,GBP,2026-04-06,Toyota,Land Cruiser
Hybrid Automatic,22000,https://www.kktcarabam.com/231037-honda-vezel-lefkosa-hibrit-otomatik,25000.0,2023.0,GBP,2026-04-06,Honda,Vezel
200,89000,https://www.kktcarabam.com/226699-mercedes-benz-gla-iskele-benzin-otomatik,17250.0,2015.0,GBP,2026-04-06,Mercedes-Benz,GLA
Hybrid Automatic,24000,https://www.kktcarabam.com/231039-honda-vezel-lefkosa-hibrit-otomatik,25000.0,2024.0,GBP,2026-04-06,Honda,Vezel
320d xDrive,11175,https://www.kktcarabam.com/183652-bmw-3-serisi-gmagusa-dizel-otomatik,39900.0,2023.0,GBP,2026-04-06,BMW,3 Serisi
323i,160934,https://www.kktcarabam.com/184758-bmw-3-serisi-iskele-benzin-otomatik,10999.0,1999.0,GBP,2026-04-06,BMW,3 Serisi
-,83000,https://www.kktcarabam.com/230313-nissan-nv200-lefkosa-benzin-otomatik,15000.0,2022.0,GBP,2026-04-06,Nissan,NV200
1.2,41000,https://www.kktcarabam.com/229760-suzuki-swift-lefkosa-benzin-otomatik,12500.0,2023.0,GBP,2026-04-06,Suzuki,Swift
1.3i,131000,https://www.kktcarabam.com/231768-mazda-demio-lefkosa-benzin-otomatik,5400.0,2012.0,GBP,2026-04-06,Mazda,Demio
2.5 TDCi,275125,https://www.kktcarabam.com/229010-ford-ranger-lefkosa-dizel-duz,6900.0,2006.0,GBP,2026-04-06,Ford,Ranger
1.3,127544,https://www.kktcarabam.com/219633-suzuki-swift-girne-benzin-otomatik,6499.0,2008.0,GBP,2026-04-06,Suzuki,Swift
1.6,218000,https://www.kktcarabam.com/212259-citroen-c4-lefkosa-benzin-duz,1500.0,2004.0,GBP,2026-04-06,Citroen,C4
40 TDI,152954,https://www.kktcarabam.com/211310-audi-a6-lefkosa-dizel-otomatik,26900.0,2019.0,GBP,2026-04-06,Audi,A6
20 TDI,213929,https://www.kktcarabam.com/168186-audi-a6-lefkosa-dizel-otomatik,18900.0,2014.0,GBP,2026-04-06,Audi,A6
1.2 Mivec,79904,https://www.kktcarabam.com/218209-mitsubishi-mirage-lefkosa-benzin-otomatik,7900.0,2019.0,GBP,2026-04-06,Mitsubishi,Mirage
316i,1,https://www.kktcarabam.com/216824-bmw-3-serisi-lefkosa-benzin-otomatik,3900.0,2001.0,GBP,2026-04-06,BMW,3 Serisi
400 d,50000,https://www.kktcarabam.com/230314-mercedes-benz-gle-coupe-lefkosa-dizel-otomatik,65000.0,2021.0,GBP,2026-04-06,Mercedes-Benz,GLE Coupe
1.5,17000,https://www.kktcarabam.com/229764-mazda-2-lefkosa-benzin-otomatik,12990.0,2022.0,GBP,2026-04-06,Mazda,2
1.5 Sky-G,53886,https://www.kktcarabam.com/225968-mazda-2-lefkosa-benzin-otomatik,11900.0,2021.0,GBP,2026-04-06,Mazda,2
-,149320,https://www.kktcarabam.com/211313-daihatsu-hi-jet-lefkosa-benzin-otomatik,4500.0,2010.0,GBP,2026-04-06,Daihatsu,Hi-Jet
-,15000,https://www.kktcarabam.com/177146-mazda-cx-30-lefkosa-benzin-otomatik,25000.0,2023.0,GBP,2026-04-06,Mazda,CX-30
1.0,66000,https://www.kktcarabam.com/227978-toyota-yaris-gmagusa-benzin-otomatik,11990.0,2022.0,GBP,2026-04-06,Toyota,Yaris
200,122000,https://www.kktcarabam.com/230126-mercedes-benz-c-serisi-lefkosa-benzin-otomatik,30500.0,2018.0,GBP,2026-04-06,Mercedes-Benz,C Serisi
1.0 i 16V Automatic,36000,https://www.kktcarabam.com/204929-toyota-vitz-lefkosa-benzin-otomatik,8300.0,2019.0,GBP,2026-04-06,Toyota,Vitz
1.5 Hybrid,121000,https://www.kktcarabam.com/232070-toyota-yaris-gmagusa-hibrit-otomatik,12900.0,2022.0,GBP,2026-04-06,Toyota,Yaris
Wankel Twin Turbo,100000,https://www.kktcarabam.com/225592-mazda-rx-7-gmagusa-benzin-duz,15000.0,1995.0,GBP,2026-04-06,Mazda,RX 7
Hybrid Automatic,23700,https://www.kktcarabam.com/222298-honda-vezel-lefkosa-hibrit-otomatik,28950.0,2024.0,GBP,2026-04-06,Honda,Vezel
220 AMG,17000,https://www.kktcarabam.com/231141-mercedes-benz-c-serisi-lefkosa-dizel-otomatik,38990.0,2022.0,GBP,2026-04-06,Mercedes-Benz,C Serisi
200,101,https://www.kktcarabam.com/228144-mercedes-benz-e-serisi-girne-benzin-otomatik,27000.0,2018.0,GBP,2026-04-06,Mercedes-Benz,E Serisi
-,27,https://www.kktcarabam.com/231138-honda-wr-v-lefkosa-benzin-otomatik,23990.0,2026.0,GBP,2026-04-06,Honda,WR-V
220d AMG,54000,https://www.kktcarabam.com/222747-mercedes-benz-glc-lefkosa-dizel-otomatik,38500.0,2022.0,GBP,2026-04-06,Mercedes-Benz,GLC
300,178000,https://www.kktcarabam.com/218468-mercedes-benz-e-serisi-girne-hibrit-otomatik,13000.0,2013.0,GBP,2026-04-06,Mercedes-Benz,E Serisi
e-Power,58224,https://www.kktcarabam.com/181358-nissan-note-lefkosa-hibrit-otomatik,14000.0,2021.0,GBP,2026-04-06,Nissan,Note
2.0 D3,257495,https://www.kktcarabam.com/221143-volvo-xc40-gmagusa-dizel-otomatik,19500.0,2019.0,GBP,2026-04-06,Volvo,XC40
e-Power,31000,https://www.kktcarabam.com/229753-nissan-note-lefkosa-hibrit-otomatik,14000.0,2022.0,GBP,2026-04-06,Nissan,Note
-,14000,https://www.kktcarabam.com/229310-toyota-yaris-cross-lefkosa-hibrit-otomatik,23500.0,2023.0,GBP,2026-04-06,Toyota,Yaris Cross
i8,64213,https://www.kktcarabam.com/202537-bmw-i-serisi-iskele-hibrit-otomatik,68000.0,2019.0,GBP,2026-04-06,BMW,i Serisi
-,128000,https://www.kktcarabam.com/228355-nissan-juke-lefkosa-benzin-otomatik,8500.0,2015.0,GBP,2026-04-06,Nissan,Juke
-,120000,https://www.kktcarabam.com/230235-nissan-serena-lefkosa-hibrit-otomatik,16500.0,2020.0,GBP,2026-04-06,Nissan,Serena
e-Power,67000,https://www.kktcarabam.com/229113-nissan-note-lefkosa-hibrit-otomatik,13500.0,2022.0,GBP,2026-04-06,Nissan,Note
400 d 4Matic AMG,64000,https://www.kktcarabam.com/224669-mercedes-benz-gle-lefkosa-dizel-otomatik,58000.0,2022.0,GBP,2026-04-06,Mercedes-Benz,GLE
320i,129000,https://www.kktcarabam.com/230607-bmw-3-serisi-girne-benzin-otomatik,11750.0,2014.0,GBP,2026-04-06,BMW,3 Serisi
520d,312000,https://www.kktcarabam.com/220775-bmw-5-serisi-gmagusa-dizel-otomatik,8500.0,2008.0,GBP,2026-04-06,BMW,5 Serisi
1.0,70000,https://www.kktcarabam.com/222176-toyota-yaris-lefkosa-benzin-otomatik,9900.0,2022.0,GBP,2026-04-06,Toyota,Yaris
-,55000,https://www.kktcarabam.com/231325-mazda-cx-8-lefkosa-dizel-otomatik,27000.0,2019.0,GBP,2026-04-06,Mazda,CX-8
200,152344,https://www.kktcarabam.com/221207-mercedes-benz-c-serisi-lefkosa-benzin-otomatik,28000.0,2019.0,GBP,2026-04-06,Mercedes-Benz,C Serisi
250,120000,https://www.kktcarabam.com/212731-mercedes-benz-c-serisi-lefkosa-dizel-otomatik,19500.0,2016.0,GBP,2026-04-06,Mercedes-Benz,C Serisi
400 d 4Matic AMG,75639,https://www.kktcarabam.com/213501-mercedes-benz-gle-girne-dizel-otomatik,74999.0,2023.0,GBP,2026-04-06,Mercedes-Benz,GLE
18i sDrive,47000,https://www.kktcarabam.com/219969-bmw-x1-lefkosa-benzin-otomatik,24000.0,2020.0,GBP,2026-04-06,BMW,X1
1.3i,136000,https://www.kktcarabam.com/231517-mazda-demio-lefkosa-benzin-otomatik,5600.0,2013.0,GBP,2026-04-06,Mazda,Demio
4S,93000,https://www.kktcarabam.com/228219-porsche-taycan-lefkosa-elektrik-otomatik,53000.0,2021.0,GBP,2026-04-06,Porsche,Taycan
1.3 Automatic,16000,https://www.kktcarabam.com/181885-honda-fit-gmagusa-benzin-otomatik,14000.0,2021.0,GBP,2026-04-06,Honda,Fit
200,87000,https://www.kktcarabam.com/219873-mercedes-benz-gla-iskele-benzin-otomatik,17250.0,2015.0,GBP,2026-04-06,Mercedes-Benz,GLA
-,21609,https://www.kktcarabam.com/189190-mazda-cx-30-lefkosa-benzin-otomatik,23000.0,2023.0,GBP,2026-04-06,Mazda,CX-30
318i,190,https://www.kktcarabam.com/222232-bmw-3-serisi-gmagusa-benzin-otomatik,6500.0,2007.0,GBP,2026-04-06,BMW,3 Serisi
1.5 Hybrid Automatic,35792,https://www.kktcarabam.com/183106-honda-fit-lefkosa-benzin-otomatik,13500.0,2021.0,GBP,2026-04-06,Honda,Fit
320 CDI,200000,https://www.kktcarabam.com/228553-mercedes-benz-e-serisi-iskele-dizel-otomatik,9999.0,2008.0,GBP,2026-04-06,Mercedes-Benz,E Serisi
1.2,3000,https://www.kktcarabam.com/227721-suzuki-swift-gmagusa-benzin-otomatik,14500.0,2024.0,GBP,2026-04-06,Suzuki,Swift
2.0 TFSI,158,https://www.kktcarabam.com/211596-audi-a7-iskele-dizel-otomatik,35000.0,2019.0,GBP,2026-04-06,Audi,A7
1.2 Puretech,115000,https://www.kktcarabam.com/141228-peugeot-308-lefkosa-benzin-otomatik,9950.0,2017.0,GBP,2026-04-06,Peugeot,308
Sportback,160000,https://www.kktcarabam.com/228493-audi-a3-iskele-benzin-otomatik,12850.0,2016.0,GBP,2026-04-06,Audi,A3
1.0,5966,https://www.kktcarabam.com/231606-toyota-yaris-lefkosa-benzin-otomatik,13000.0,2021.0,GBP,2026-04-06,Toyota,Yaris
1.0 Mivec Cvt,48000,https://www.kktcarabam.com/232307-mitsubishi-mirage-gmagusa-benzin-otomatik,5800.0,2015.0,GBP,2026-04-06,Mitsubishi,Mirage
1.3 Automatic,181000,https://www.kktcarabam.com/227415-honda-fit-lefkosa-benzin-otomatik,5250.0,2010.0,GBP,2026-04-06,Honda,Fit
1.0,77500,https://www.kktcarabam.com/222179-toyota-yaris-lefkosa-benzin-otomatik,9900.0,2021.0,GBP,2026-04-06,Toyota,Yaris
1.0,66000,https://www.kktcarabam.com/225306-toyota-yaris-lefkosa-benzin-otomatik,9900.0,2022.0,GBP,2026-04-06,Toyota,Yaris
1.6,100760,https://www.kktcarabam.com/222910-ford-fiesta-guzelyurt-benzin-otomatik,6500.0,2015.0,GBP,2026-04-06,Ford,Fiesta
1.2,127000,https://www.kktcarabam.com/226481-nissan-note-iskele-benzin-otomatik,6000.0,2015.0,GBP,2026-04-06,Nissan,Note
2.5 D,430000,https://www.kktcarabam.com/232533-toyota-hilux-gmagusa-dizel-duz,13500.0,2005.0,GBP,2026-04-06,Toyota,Hilux
0.65,45095,https://www.kktcarabam.com/226493-suzuki-alto-lefkosa-benzin-otomatik,3900.0,2011.0,GBP,2026-04-06,Suzuki,Alto
180,190192,https://www.kktcarabam.com/179899-mercedes-benz-c-serisi-lefkosa-benzin-otomatik,23500.0,2016.0,GBP,2026-04-06,Mercedes-Benz,C Serisi
2.4,144841,https://www.kktcarabam.com/223643-mitsubishi-outlander-lefkosa-plug-in-hibrit-otomatik,18000.0,2019.0,GBP,2026-04-06,Mitsubishi,Outlander
AMG Premium,33000,https://www.kktcarabam.com/227690-mercedes-benz-gle-lefkosa-dizel-otomatik,59000.0,2023.0,GBP,2026-04-06,Mercedes-Benz,GLE
1.3i,65000,https://www.kktcarabam.com/188880-toyota-passo-lefkosa-benzin-otomatik,6500.0,2014.0,GBP,2026-04-06,Toyota,Passo
-,171125,https://www.kktcarabam.com/232376-ford-fiesta-van-lefkosa-dizel-duz,2250.0,2011.0,GBP,2026-04-06,Ford,Fiesta Van
1.5 TDCi,56000,https://www.kktcarabam.com/232427-ford-focus-lefkosa-dizel-otomatik,13900.0,2023.0,GBP,2026-04-06,Ford,Focus
e-Power,22000,https://www.kktcarabam.com/229754-nissan-note-lefkosa-hibrit-otomatik,14500.0,2023.0,GBP,2026-04-06,Nissan,Note
1.2 Turbo,113200,https://www.kktcarabam.com/225562-toyota-auris-lefkosa-benzin-otomatik,13000.0,2016.0,GBP,2026-04-07,Toyota,Auris
180,80,https://www.kktcarabam.com/212736-mercedes-benz-cla-lefkosa-benzin-otomatik,25700.0,2020.0,GBP,2026-04-07,Mercedes-Benz,CLA
1.5,117572,https://www.kktcarabam.com/192006-mazda-axela-lefkosa-benzin-otomatik,7300.0,2012.0,GBP,2026-04-07,Mazda,Axela
1.3,134000,https://www.kktcarabam.com/231484-suzuki-swift-girne-benzin-otomatik,4350.0,2006.0,GBP,2026-04-07,Suzuki,Swift
1.3,125000,https://www.kktcarabam.com/231486-nissan-march-girne-benzin-otomatik,3750.0,2008.0,GBP,2026-04-07,Nissan,March
350 d 4Matic AMG,37000,https://www.kktcarabam.com/94373-mercedes-benz-gle-gmagusa-dizel-otomatik,53000.0,2019.0,GBP,2026-04-07,Mercedes-Benz,GLE
Platinum Edition,170000,https://www.kktcarabam.com/128222-porsche-cayenne-guzelyurt-benzin-otomatik,68000.0,2019.0,GBP,2026-04-07,Porsche,Cayenne
-,168982,https://www.kktcarabam.com/231927-nissan-serena-girne-benzin-otomatik,8499.0,2007.0,GBP,2026-04-07,Nissan,Serena
1.5 Sky-G,33000,https://www.kktcarabam.com/230357-mazda-2-gmagusa-benzin-otomatik,13500.0,2022.0,GBP,2026-04-07,Mazda,2
250 CDI,186000,https://www.kktcarabam.com/231820-mercedes-benz-e-serisi-lefkosa-dizel-otomatik,13900.0,2011.0,GBP,2026-04-07,Mercedes-Benz,E Serisi
